,primerid,Pr(>Chisq),coef,FDR
10631,Sesn1,3.6466693545064968e-34,0.15089923797704935,2.0828208189251568e-32
10632,Sesn2,0.45704137925469157,0.004000254706474896,0.5222058113331622
10633,Sesn3,1.1918799844749929e-49,0.1726120613540982,1.2770670655359187e-47
10634,Sestd1,0.008180793331460602,-0.013115529614466501,0.013585837489781143
10635,Set,5.700402915360273e-21,0.1343980785842333,1.128810445503004e-19
10636,Setbp1,0.09841903112249004,,0.14402835872684566
10637,Setd1a,0.044996212655211816,0.0018568249019264068,0.069160511415196
10638,Setd1b,5.7618267416734436e-15,-0.014796267729523596,3.892471614047426e-14
10639,Setd2,1.014228609932227e-11,0.02832241721128427,3.989376165760741e-11
10640,Setd3,2.3930970617267353e-16,0.04296484947538458,2.089538066152049e-15
10641,Setd4,2.0942253628977764e-09,-0.023708801378311564,6.130110750947282e-09
10642,Setd5,3.1788544357717973e-19,0.09724319839700499,4.704296146813467e-18
10643,Setd6,5.576479942634139e-05,0.015958390934778164,0.00010976659892778278
10644,Setd7,1.2818237389148844e-07,0.003256531084588607,3.126410396908688e-07
10645,Setdb1,0.00024857764648414566,-0.00158837511846259,0.0004662110236506405
10646,Setdb2,1.3061521096133536e-09,0.021644695565775696,3.897589477347965e-09
10647,Setmar,0.7528238370531095,-0.001239083459299425,0.8004254673652369
10648,Setx,1.7814290196063516e-20,0.09983991246113255,3.261312835629006e-19
10649,Sez6l2,0.2921029389132864,0.002905229761078434,0.3769791616862227
10650,Sf1,7.240066614235733e-19,0.08246875308498447,9.997222851345284e-18
10651,Sf3a1,3.625047885907352e-16,-0.04827786551096491,3.0477744451953415e-15
10652,Sf3a2,2.585184198252825e-17,-0.0060654080879776195,2.7381161676820343e-16
10653,Sf3a3,5.689572048768819e-16,-0.03725174003626336,4.615097702939121e-15
10654,Sf3b1,2.6748738821828086e-42,0.2749732025274445,2.1876986271911707e-40
10655,Sf3b2,2.5136800544557734e-08,0.03014782652235448,6.561678132707781e-08
10656,Sf3b3,3.449411835270935e-21,0.04949746598136584,7.021762943610436e-20
10657,Sf3b4,8.375890030211538e-20,-0.016704355887278588,1.3668424084720649e-18
10658,Sf3b5,3.9862370644457096e-07,-0.0326563253243799,9.294495395541261e-07
