gene,logfoldchange,p_value,adj_p_value
Tnfaip3,-0.5024558,0.09301029305477539,0.5656000609669738
Akt2,0.5566257,6.764113757351681e-06,0.00013404366216411787
Tuba4a,0.0488428,0.5075953038434162,1.0
Higd1a,0.7478053,2.3583456341460896e-10,8.507400073307083e-09
Lap3,1.804216,4.950351192982032e-12,2.1597526958701192e-10
Psmb2,0.71550727,3.2748172045802604e-16,2.044123727772832e-14
Wdr36,0.7532117,7.636546771561664e-08,2.076193939557042e-06
Nsun2,1.0427319,7.806102733955266e-11,2.9770368000937863e-09
Hprt,0.51710457,7.053651278712363e-07,1.6533917329257418e-05
Rps2,0.76791203,9.840363013227993e-17,6.431352548174813e-15
Eef1e1,0.2581316,0.029769736962541676,0.23140971838513041
Adss,0.69337636,7.707822905538608e-09,2.396615234024374e-07
Aprt,0.7854923,1.6614322506383738e-17,1.1634214239134092e-15
Abce1,1.0694479,1.91261069819526e-12,8.685441388589156e-11
Utp18,0.9691626,6.666661744815177e-11,2.5659719316187003e-09
Taf1d,0.4128471,3.1849092399732925e-05,0.0005466498186755395
Med11,-0.21954063,0.5279123603341522,1.0
Stap1,0.64687705,0.00035440110400198266,0.004809811725811924
Cd53,-0.12818047,0.021274190827020326,0.17622050910691886
2010107E04Rik,0.6321387,7.247508869006651e-29,1.1288503066435967e-26
Ube2d3,-0.17355882,2.045923115592076e-05,0.0003651537095809912
Dnaja2,-0.05490999,0.47011022062068075,1.0
Eif1a,0.57435584,0.00021120334820052075,0.002977931473020202
Eef1b2,0.13079067,0.0004308620633231023,0.005730843693011032
Ifrd1,0.0067435973,0.740284278710992,1.0
Rbm38,-0.38589132,1.1871578780369835e-08,3.5648960712368226e-07
Ftsj3,1.079116,1.4255797556866128e-10,5.303283975060958e-09
Eif3j1,0.46660742,2.929007731445321e-05,0.000506903871778481
Ptges3,0.6582411,2.5589186774679754e-13,1.2617437478899786e-11
Mlf2,0.49820876,4.870489362974385e-06,9.87488755758286e-05
Slc19a1,1.9592413,5.97501918291997e-12,2.5864849273388106e-10
Tomm70a,0.8859953,1.2282080427340515e-09,4.168903307577536e-08
Pcna,0.5359874,5.447504334698651e-05,0.0008866026097860129
Pole4,0.2594191,0.006154069680173753,0.06129798620802185
Pes1,0.96705765,2.2682091357498777e-11,9.219993525953039e-10
Timm10,0.60105175,0.00039285727171158214,0.005284390064846834
Tsr1,0.8246233,6.999991347946888e-06,0.0001382249476361171
Tcof1,0.77211434,1.4234277674203385e-12,6.57142580937046e-11
Naa50,0.96977556,1.7427517649324007e-10,6.397511214617487e-09
Txnl1,0.42915264,0.00015832757369405205,0.002312609415587267
Birc3,-0.46736786,0.02047047003545178,0.17066575968526232
Btf3l4,0.21937083,0.05207066141209894,0.3622571851009549
Nifk,0.8617163,6.094350714917009e-07,1.4392324346766024e-05
Chmp4b,0.86036414,4.573552941201876e-06,9.318194782160203e-05
Ddx39b,0.40463012,3.3516855645207393e-07,8.238818822758502e-06
Noc4l,1.060127,7.851968593887962e-09,2.4278461704218327e-07
Gpr174,0.30268884,0.08334485678784628,0.5191066356372922
Eif4a3,0.407473,7.895014519632565e-05,0.0012320066665186921
Tubb4b,0.059282467,0.5767881938527468,1.0
Nop2,1.1982908,5.846465329516672e-09,1.8454013481387282e-07
Erbin,0.086257115,0.4703842995939179,1.0
Ndufa12,0.9558415,3.7869523885439286e-22,3.871984571010621e-20
Lag3,1.4047289,3.120805411377797e-05,0.0005367527655936261
Lsm12,0.6089229,6.028528718799765e-07,1.4291815025251335e-05
Alkbh1,0.3233437,0.013097012215311692,0.11766835880344186
Mak16,0.507341,3.454843763455498e-05,0.0005892078927627784
Psmc4,0.4784978,2.027281522762094e-05,0.0003625179598535736
Zfp593,0.75850123,2.1468764987176485e-05,0.00038104199922926865
Caprin1,0.63672495,1.0217681096553675e-10,3.84397004864929e-09
Kpnb1,0.70716155,1.3411478109328267e-08,4.01284908743384e-07
Ssrp1,0.84179986,4.104461336143353e-18,3.0402201168073387e-16
Ifrd2,1.8072318,4.6856204449820804e-14,2.47121994734403e-12
Mrpl15,0.88887304,9.509438070921887e-12,4.0122606301261815e-10
Rsl24d1,0.6126194,7.046988825126355e-07,1.6533917329257418e-05
Btf3,0.37242514,6.472345915169855e-17,4.3495208476701936e-15
Cd3g,-0.22024317,1.1121109361493044e-08,3.3576885619319395e-07
Pbdc1,0.49895766,0.0003428323253671911,0.004656596197693241
Cox5b,0.33366796,1.3178336953240871e-06,2.955991435568134e-05
Tnfrsf14,0.13078746,0.22062613518527063,1.0
Ola1,0.8172303,3.3859812235973795e-11,1.3435895969636648e-09
Timm9,0.5956897,2.3341692514548733e-05,0.00041165359518250706
Il27ra,0.39023536,7.226526918127054e-05,0.0011383487487476888
Csrp1,0.2902701,0.09237903946423418,0.5633329936739578
Prkcsh,0.6669445,3.749829509769221e-05,0.0006312591778769075
Ube2i,0.384298,1.2132469086696357e-06,2.743551286280617e-05
Lsm4,0.29619217,0.0012931182696344632,0.015628070400092797
Cnih4,0.91558826,3.0085999108885846e-08,8.645056226701576e-07
Tbl1x,0.6219175,5.244405228350792e-06,0.00010555948977740858
Arf1,0.07277443,0.5402430117440562,1.0
Stx6,0.64893574,0.00017310653814742768,0.002506510481985256
Lta,0.15316445,0.4282817258428566,1.0
Dhx15,0.2757993,0.008305662134996707,0.07946163326168491
Zc3h15,0.0918825,0.333976851935595,1.0
Cd274,0.039179087,0.5259768090349756,1.0
Rpl7a,0.38026634,6.75820649035533e-23,7.220017267196276e-21
Ak6,0.6133875,1.70929017713845e-06,3.7189334324007056e-05
Nle1,0.9784315,9.410783833114686e-08,2.5014373742055717e-06
Grwd1,1.0328504,1.8306389248437831e-06,3.9674159065600115e-05
Myc,-1.825698,1.1979990329931742e-34,2.464919985662252e-32
Wdr18,0.79521567,2.0157171456871668e-06,4.301401017928594e-05
Ivns1abp,0.4331685,0.006461733742175759,0.06398767352768936
Rab8b,0.27691203,0.2188033233001544,1.0
Cbx1,0.6420205,1.954994167556379e-08,5.756525229062652e-07
Brix1,0.3375523,0.0024840508040482948,0.027593033755044516
Ccdc86,1.2214969,1.0369555660145636e-07,2.7388116423452803e-06
Hnrnpr,0.724929,3.165946549431509e-11,1.2622886409766872e-09
Psmd2,0.7402875,3.8722592563482685e-10,1.3760143446972334e-08
Ipo5,1.6504954,2.629324273799087e-13,1.2926347595025246e-11
Ube2l3,0.5303296,4.1232304588404083e-07,9.973549902327176e-06
Aamp,0.44023374,3.6420121152490784e-05,0.0006181036039994006
Cox6b1,0.41954404,6.881485645891927e-09,2.1598274910439707e-07
Dcun1d5,0.35695243,0.001978539958596289,0.02264721631178966
Ahsa1,0.7574943,6.6732503364561036e-12,2.859033164714073e-10
Icos,-0.7359326,0.026783830384894507,0.21276421219954808
Atp5a1,0.26121366,0.00029499670683385084,0.004064388464515472
Heatr1,0.83022773,1.9176550123459364e-05,0.00034476416867052184
Zc3h12a,-0.8764486,0.0041992759005221,0.04379545191370546
Hsbp1,0.14241755,0.15511937363871914,0.8213469857558603
Smc4,0.80706,3.2344895471139423e-18,2.4281983239730165e-16
Ghitm,0.2016712,0.02640072221932167,0.21032238838777004
Icam1,-0.14360432,0.861124238665913,1.0
Pdcd11,0.7603157,2.047597542571002e-06,4.363844072185208e-05
Fyttd1,0.68215954,4.403068738718553e-05,0.0007308918685207511
Tars,0.8696039,1.6824720019641696e-07,4.347298974377496e-06
Atp5k,0.5382809,7.448358812747544e-13,3.536591110349019e-11
Nasp,0.56080973,0.0001827011729587638,0.0026226509461935894
Eif3g,0.8848094,4.172143236274862e-12,1.8346421946109986e-10
Psme2,0.7185372,1.7875678463103826e-30,3.0092531036978624e-28
Nfkbiz,-2.1908371,6.86082695706519e-34,1.377620988752391e-31
Imp4,0.48055336,0.00042988318653706546,0.005722390724302502
Gm28285,2.019586,5.5778579637094266e-14,2.8959682499433426e-12
Bop1,0.6555064,5.589800041104757e-05,0.0009027093748551539
Mrpl21,0.38897315,0.0015398162467928289,0.018097727481699074
Pum3,0.7993836,3.802289686086376e-07,9.224011631486978e-06
Kpna2,1.1606649,1.0884669375358813e-05,0.00020497615797709603
Rpn1,0.7738994,3.0040074530359677e-12,1.3386307008635677e-10
Nudc,0.80365545,3.5413464007947495e-14,1.8916692024245287e-12
Lsm3,0.58999604,2.612415248031829e-07,6.5373141927475175e-06
Psmd1,0.9339221,4.6705747968167286e-11,1.822946125614698e-09
Ubap2l,0.36201537,0.0008779788190180023,0.01095239146538475
Rbm8a,0.55710304,1.3307554639070555e-06,2.9729719251306954e-05
Cd52,-0.5730765,7.691828467468174e-34,1.5260953957002929e-31
Marcksl1,0.89851743,0.01625778685210326,0.14053541269561873
Dph3,-0.028556902,0.7861464271320721,1.0
Itgal,0.24267893,0.030001366316225332,0.23299290355368654
Tbl3,0.90354925,1.0264386688803748e-05,0.00019461463999499804
Ndufab1,0.69156945,8.957551474159758e-11,3.3775238205508264e-09
Gpr65,0.8708767,8.197150111418619e-07,1.905351516832674e-05
Vars,1.1817365,3.923026506636104e-08,1.0915051712787531e-06
Psmd14,0.60906476,5.923027019327313e-07,1.408176438004408e-05
Ltv1,0.6060301,0.0017237684340762466,0.020047679499172872
Txnl4a,0.5907095,0.0001513914335454466,0.002230848480520259
Hnrnpl,0.15062936,0.15091342975385402,0.8040675256642363
Exosc3,-0.3172698,0.07969677894512713,0.501596117031529
Nudt21,0.42338574,1.966535178649946e-05,0.00035279090729149623
Ube2a,0.16507079,0.09411300688142638,0.5701517167160495
Ndufs8,0.41596133,0.0004321419867608645,0.005738707849686509
Mapk6,0.31509528,0.11626156763200446,0.6665692679397336
Hat1,0.69755954,0.00010812655493248946,0.0016322800403123815
Ythdf2,0.2857592,0.007794679872573977,0.0753953190692501
Mrps17,0.61536217,1.58196188515637e-06,3.4736464793170044e-05
Sat1,0.043649714,0.7838280674239471,1.0
Gramd1a,-0.25377592,0.00768129807429478,0.07442820564313768
Phlda1,-0.24386448,0.6773536951377053,1.0
Gng5,0.013698837,0.3376108291899431,1.0
Pnrc1,-1.1315527,6.514564421740462e-60,3.3928665828977045e-57
Denr,0.8777264,1.914738357764798e-10,6.982719796610093e-09
Rbm25,0.34201023,0.0001740333080238279,0.0025177422843099964
Sf3b4,0.4647104,8.401692740794783e-05,0.0013013253830677124
Psmd12,0.115443476,0.2620689807427451,1.0
Tusc3,0.18425144,0.09979010967789224,0.5943895524988392
Ddx18,0.4492268,1.5230515909740896e-05,0.00027955041646667597
Arpc4,-0.07504995,0.06669201776906099,0.4403681331771674
Klf10,1.0080999,0.005941434807672049,0.059435745801117865
Eftud2,0.60667115,3.5827622226440044e-06,7.40822769262841e-05
Slc38a2,-0.5840847,1.3214883676211346e-06,2.95857147105271e-05
Hivep2,0.45884243,0.020944513917470098,0.17383529330107403
Morf4l2,0.08750242,0.27136190309046726,1.0
Itpkb,-1.0013119,8.125324018286983e-14,4.19246594702077e-12
Arf4,0.058851644,0.48866727428299084,1.0
Rars,0.46136987,0.0034399729282711565,0.03686854586660263
Srrm2,0.30261886,4.994766029908925e-05,0.0008195944642664519
Wdr75,1.1493926,2.9288944472069614e-09,9.478243661582762e-08
Pak2,-0.12847888,0.09549698823824604,0.5764407120530998
Psma3,0.58574027,2.2530663961671036e-13,1.1175477547178854e-11
Tmed10,0.26399785,0.008905049004311065,0.0843986029377909
Ppig,0.43029016,3.8165750278823496e-05,0.0006399098532664712
Wdr61,0.47567832,0.00115876282847809,0.014127243086624615
Mrfap1,0.41680476,1.4140657834469796e-05,0.0002604068546621808
Ubb,0.03364797,0.6172262194093971,1.0
Far1,0.46272853,0.031242482858770643,0.24016938160713636
Cyc1,0.71014357,4.891391838107584e-11,1.895812473811651e-09
Orai1,-0.11692649,0.922493977515255,1.0
Supt16,0.54757845,4.209458492982014e-06,8.60795524466727e-05
Thoc7,0.31346533,0.002297166310828054,0.025815626255064297
Ssr4,0.49829614,7.802011449535269e-09,2.4202721776317766e-07
Fkbp1a,-0.09186545,0.07552174035700814,0.48361926993341336
Bcl2a1d,0.7653798,0.012505019537792062,0.11308120217951302
Mta2,-0.041751124,0.8521490580109463,1.0
Dennd2d,0.085738584,0.4650797390341268,1.0
Tomm5,0.7034589,3.972468415274172e-10,1.4086203959353054e-08
Xlr4b,-0.1528469,0.2609883642513189,1.0
Vcp,0.47394598,1.0918256060669065e-07,2.874623309748983e-06
Arpp19,0.3998772,2.0555763817372173e-06,4.375253637041183e-05
Ptms,1.2565457,8.94580064693008e-05,0.0013741079592786793
Atp1a1,0.79124826,3.0626884761132944e-08,8.770234732457761e-07
Sdad1,0.6939751,1.88897367811122e-05,0.0003399744634924578
Mars,1.2221335,2.0056680316472226e-07,5.126758192551014e-06
Lars,0.59560513,0.0002064254802095206,0.0029254141608604342
Snd1,0.5528908,7.721345949362445e-05,0.0012071665252539822
Dtymk,0.591257,4.39015658595688e-05,0.0007302030904347042
Tada1,0.5835484,0.0020774358745293637,0.023665445170817756
Rps27l,1.1368753,9.436098121370322e-19,7.383193018345436e-17
Smarcb1,0.51058894,0.0004883550759468124,0.006428851260449901
Gabpb1,0.39290115,0.040158505838464115,0.2960113482104568
Pak1ip1,0.008931478,0.7836668613289465,1.0
Trappc4,-0.103510685,0.5832875073974328,1.0
Lsm6,0.27309802,0.006759624478134566,0.06673927817096605
Mrpl20,0.573651,3.2312324049193318e-06,6.739889769760399e-05
Uqcrc1,0.33392024,0.0005116521704205151,0.006703769710871308
Tardbp,0.595598,4.012344994832246e-07,9.71943919823753e-06
Map3k11,-0.1773494,0.710288106912161,1.0
Wsb1,-0.63173145,0.003482246954350141,0.03727368512601121
Stt3a,0.442366,0.0005957551908202451,0.007702758735616916
Baiap2,0.59310853,0.015349345584463098,0.1340032443743646
Lcp1,-0.12189245,0.015422655282669883,0.13457276070208182
Prdx6,0.07840329,0.5279466505457189,1.0
2310001H17Rik,0.19316262,0.1911860539002126,0.9443707096327632
Cox6c,0.38624108,4.816957690845786e-11,1.8713150786861507e-09
Rpl31,0.4299425,6.759635676007114e-19,5.3902434534131374e-17
Mrpl54,0.62440115,4.087146658118325e-08,1.1315014319634554e-06
Rrad,-0.1865257,0.7735499437307712,1.0
Wdr12,1.5538927,1.8027556916691154e-11,7.345898864879579e-10
Rrp9,0.9541406,1.486289189629266e-07,3.870389942868961e-06
Vapa,0.31610614,0.004553412110886951,0.04687286364425073
Farsa,0.43614686,0.0018359084748633923,0.021174567918389824
Uqcc2,1.0602088,1.2401951491761495e-16,8.042448387614671e-15
Tgif1,-0.010241134,0.6567918002244637,1.0
Dazap1,0.3439384,0.002743138276819132,0.030156426465348055
Ehd1,1.0640277,0.006513732739504542,0.06446429325212749
Psme1,0.7111686,1.713169009833083e-38,4.392565341212025e-36
Fam96b,0.038437806,0.5528564298712144,1.0
Ms4a4c,0.7490374,0.014386132234214088,0.12692391731890523
Sf3b6,0.1577623,0.09233843186442987,0.5632914734453105
Rpl29,0.32411405,6.349823993175728e-08,1.7377038862112754e-06
Hsd17b12,0.4170817,0.00630245015993532,0.06252180616992978
Esf1,0.5309436,4.9185383604334235e-05,0.0008106405508163172
Spcs1,0.2932924,0.0028128023902764224,0.03086120120891827
Zc3h12d,0.9604887,4.585619168948863e-06,9.331371070781655e-05
Ppp4c,0.11601707,0.44352644011963216,1.0
Brk1,0.5298891,7.962723799163275e-09,2.452658432636477e-07
Ywhah,0.08410876,0.42654079663541455,1.0
Smyd5,1.9939903,2.042775853231175e-07,5.213614451753562e-06
Ostc,0.012615709,0.9536374461685878,1.0
Creb1,0.17030829,0.1870779078263315,0.9315328389105589
Trmt61a,1.2028844,7.707767719296314e-07,1.7991268460755234e-05
Vcpkmt,0.85194606,1.4649320855780025e-06,3.2380050581224124e-05
Mthfd1l,1.3134136,9.142406613882885e-08,2.4457038302884777e-06
Hbs1l,0.49685928,0.0025406363537303716,0.028134382372937125
Snrnp40,0.5505265,2.9021385460678126e-06,6.0992485509162883e-05
Ppip5k2,0.15328404,0.2769196028811701,1.0
Ifngr2,0.0070747337,0.7329286322379225,1.0
Tomm20,0.392522,2.965354088609078e-05,0.0005126617348626441
Ddb1,0.62214535,6.311458943642874e-05,0.001003289630039973
Tcea1,0.423167,7.706439889343257e-06,0.00015092306368483517
Polr2f,0.561453,1.702607418001927e-06,3.714090998484309e-05
Fdx1l,1.2740114,2.673470623628261e-12,1.1945324775707398e-10
Zfp330,-0.19636138,0.573604968741759,1.0
Rps25,0.39082494,7.313677813107229e-20,6.2507566376023115e-18
Igf2r,0.4335385,0.004520607443040628,0.04659272952734391
Uqcr10,0.5774938,3.2227236158145673e-15,1.8779689433973978e-13
Bcor,0.54795796,0.007774064245596793,0.0752395788136563
Ppid,0.6848242,2.466030601945709e-05,0.00043353234189902096
Gars,0.61214584,0.00017952376180866968,0.002585949018412523
Trim28,1.0136087,1.6353949626766829e-09,5.451098489593919e-08
Isg15,0.7461859,2.9125455689660565e-06,6.113411140099282e-05
Gart,1.0619496,3.752997438526359e-11,1.475175832794347e-09
Ung,2.0113049,2.7258469135909903e-08,7.928266084102521e-07
Psmc3,0.62531453,1.1375919735489497e-08,3.428410096051862e-07
Aimp2,1.1183494,6.001577250332703e-07,1.424818895356764e-05
Twistnb,0.047843214,0.5011489289102471,1.0
Ewsr1,0.1184939,0.2102998130844631,1.0
Znrd1,-0.03531684,0.8150455357047126,1.0
Sumo1,0.18366155,0.061358397242951605,0.413505478548739
Rbbp4,0.08891838,0.43848822380004115,1.0
Gcsh,1.5055528,4.138008977060234e-07,9.994790958215341e-06
Gadd45g,1.0519474,0.002275404875533596,0.025588325003807633
Eif4g2,-0.037799332,0.3030018864387273,1.0
Gnl2,0.45613766,0.002902898345964226,0.031745212489396185
Ccnh,0.77191395,7.088968048203371e-07,1.6593362569010868e-05
Hivep1,0.8540476,0.008249926375847426,0.07911005349820091
Galk1,1.493124,7.791138808762877e-11,2.9770368000937863e-09
Psmd7,0.6714228,1.4143849674387615e-08,4.216840763387192e-07
Ndufc2,0.4829201,1.969428176102484e-06,4.213413348257253e-05
Spint2,0.2592912,0.00898676262631339,0.08500192164026048
Emd,0.51390976,5.56615260256548e-05,0.0008997623595960843
Hsd17b10,0.52637005,1.9626091952462647e-05,0.00035246600051696387
Slc7a6,0.2303059,0.17427035739233887,0.8876496871334717
Mrps28,0.8822368,9.960293779115844e-09,3.02364765250901e-07
Adsl,0.8705703,1.5397680235992395e-09,5.16333478497081e-08
Aatf,1.0702548,1.4863848051027025e-09,5.004462456937705e-08
Nt5c3b,0.48661497,0.0007701367738840365,0.009723560207235873
Tfe3,-0.11949331,0.9181426767112599,1.0
Pus7,2.159746,2.1991198238376298e-09,7.214671453558649e-08
Sap18,0.2445091,0.002154986843403546,0.02436567892277035
Grpel1,0.79746765,1.492544391079243e-11,6.111730914429155e-10
Eif6,0.4961648,1.4862457690579324e-06,3.280764501605232e-05
Timm50,1.3143088,4.605915154462776e-12,2.0147554321332446e-10
Snx5,0.7039682,4.392374860762406e-07,1.057851436841998e-05
Pin1,0.5684399,5.6173001774878576e-05,0.0009053957906964471
Srm,1.6842542,5.007613090502314e-06,0.00010103738470497769
Crlf2,0.45406497,0.019741682114818512,0.16566710681045585
Clpp,0.79248565,3.1524236096823635e-08,9.011713872893014e-07
Med14,0.06456993,0.35112471311517823,1.0
Mthfd1,1.3046691,6.43700767221308e-09,2.0241352804736453e-07
Polr2k,0.35445923,0.0014589406699184418,0.017256710578325587
Prkca,0.5781823,6.0987716972947786e-05,0.0009754522946939998
Klhdc4,1.386537,1.6660776424040738e-07,4.3116226689916604e-06
Nol12,0.17878681,0.10480729637497488,0.6179692858823426
Metap1,0.7749668,8.574814044284211e-05,0.0013269066932408604
Sept11,1.7483957,5.972487589279114e-06,0.00011939392087585006
Litaf,1.8644353,6.990899648133829e-05,0.0011054111341157343
Nol11,0.7269608,8.033425639044647e-06,0.00015692775942263232
Fyn,-0.09256243,0.7314880352782295,1.0
Tgif2,-0.17048344,0.8643812082794669,1.0
Idh3a,0.24336503,0.07668911423224688,0.4883839426039841
Dgkz,0.57224506,0.00032058522152013104,0.004372236744561787
Ndufv2,0.36206862,0.00033225192313932777,0.004527645585478362
Usp16,-0.20255016,0.3412568115175769,1.0
Spcs3,0.363217,0.007915711704584053,0.07643293816257117
Tma16,1.3981434,9.765169256961556e-07,2.2355262477544133e-05
Irf8,1.6966242,3.709047653056996e-05,0.0006272126483068601
Clns1a,0.93351555,8.867868652864151e-13,4.1867393475533695e-11
Polr1c,1.0100834,8.736068413043575e-05,0.0013481047793683723
Phf6,-0.83336174,5.991781652266714e-06,0.00011959165630739766
Eif3i,0.5432436,2.2150345725448883e-12,9.950341290035877e-11
Tnik,0.056786504,0.4115517984002516,1.0
Arf6,-0.38725156,0.0020407971363094676,0.02329583909159835
Rpf2,0.7673626,0.0004080150357587949,0.005470618331420818
Snhg12,0.16134827,0.14934585426761005,0.7985235826833459
Mphosph10,0.7869345,6.096832466588751e-07,1.4392324346766024e-05
Mrpl4,0.6690232,9.582389086571711e-09,2.930277000308333e-07
Matr3,0.23431464,0.01987197332479129,0.16650895295674792
Rps12,0.46284568,2.431266416091483e-26,3.215832229411163e-24
Spg21,0.45845082,0.0013769769963561775,0.016415378126804044
Timm8b,0.18893462,0.09050590145991162,0.5553650050555549
Hnrnpd,0.41940677,0.0005583402988068192,0.007256996117703465
Fundc2,0.50918055,1.1944977300117292e-05,0.00022367976593680314
Abcf1,0.5336148,2.9273197023511403e-05,0.000506903871778481
Ift80,0.7279922,8.041300044817472e-06,0.00015692775942263232
Pwp1,1.1136786,3.4760483624724445e-07,8.506875478555912e-06
Sec61a1,0.28069773,0.008258233382426362,0.07914417340512808
Phf5a,0.38997242,0.0009867140738672232,0.012181167966719366
Cd3eap,1.0659889,8.688411015572439e-07,2.008336449175177e-05
Psmb7,0.3978727,0.0030479183737620276,0.03309225251929508
9530068E07Rik,0.6613235,9.488047599638277e-05,0.0014520459255791692
Mfsd5,0.5153687,0.0026859072252237676,0.029624970096346334
Dhx9,0.32813329,0.0018874961332165656,0.021754502459327304
Smndc1,-0.046697617,0.8414697904718305,1.0
Ddx10,0.6856512,9.660332070770903e-06,0.00018465441734487394
Traf2,0.45794928,0.011449714993504827,0.10478909944083001
Utp4,0.4565427,0.012730640453001818,0.11480998581695254
Ppat,1.1106286,5.160446615251879e-07,1.2321490442663011e-05
Ago2,0.19883528,0.08754921264762078,0.5408062186750363
