gene,logfoldchange,p_value,adj_p_value
Mthfs,-0.18845764,0.8825412619916535,1.0
Ubr2,-0.029738892,0.7590357509700373,1.0
Chmp1b,0.14079575,0.5083347944418168,1.0
Leng1,0.46193498,0.18919886358636595,0.9381096768507814
Lrig2,-0.5423374,0.42959779017512645,1.0
Dyrk2,0.22755258,0.5346893749173547,1.0
Cpeb2,-0.10222497,0.9257433582695589,1.0
Dlgap5,-0.77727306,0.6237602264795638,1.0
Apobec3,0.15007667,0.5332236237327608,1.0
Eif2b2,0.19034596,0.11199726309602999,0.6483314993950802
Klhl36,-0.17540461,0.9525095009614173,1.0
Ctdsp1,-0.7446654,0.10823695310940164,0.6325627893697442
Fam98c,-0.42903468,0.35998678323561284,1.0
Avpi1,-0.3803044,0.9147091636901622,1.0
2610044O15Rik8,0.21962386,0.6391836323125204,1.0
Cbr4,0.8063412,0.48171352375606635,1.0
Cars2,-0.2964427,0.8517378021485905,1.0
Gpr68,-0.78390867,0.7700991931043454,1.0
A530040E14Rik,0.7154282,0.5840978129615251,1.0
Mbd5,0.13244054,0.8322310658765741,1.0
Ctbs,0.110606045,0.8220768562745541,1.0
Snapc5,-0.18981197,0.5786877700306022,1.0
Epc1,-0.1565968,0.4818278875290183,1.0
Rnf34,-0.139454,0.9268059272290786,1.0
Sumf2,-0.47762296,0.7858640901936392,1.0
Mvk,0.0038447145,0.7716033257294691,1.0
Lrrc29,0.294049,0.8771628102420762,1.0
Ppt2,-1.0277095,0.0985809319251493,0.5893892462515774
Flnb,-0.27721164,0.7992650463740505,1.0
Rack1,0.19114983,3.709661038665023e-10,1.3210515143245998e-08
Ano10,-0.3830599,0.4211914062840949,1.0
Hyls1,0.4434851,0.6850844975060866,1.0
Fam35a,-0.018487811,0.9860025118243037,1.0
Ficd,-0.60031825,0.7796598645635426,1.0
Ehd3,-0.13462636,0.569432992269453,1.0
Piga,-0.303874,0.8570254708129476,1.0
1810062G17Rik,-1.8210851,0.7458563890852794,1.0
Pgm2l1,-0.59167385,0.6810226123600547,1.0
St7l,-0.04487978,0.8207510033311403,1.0
Plekha7,-0.08715053,0.9677647744952883,1.0
Cpne3,0.25405064,0.14290604448516078,0.7712668838697181
Mknk1,-0.2515602,0.7231199330760323,1.0
Brdt,-0.11319924,0.9171852986361553,1.0
Mcmbp,-0.08980456,0.8501959525892169,1.0
Poc5,0.31302765,0.5524529594411105,1.0
Arsk,0.08655299,0.8684453369092915,1.0
Carns1,-0.90793896,0.6980812286901138,1.0
Ifi204,-1.3944299,0.4918999356227183,1.0
Tom1l2,-0.4654126,0.7882850312349357,1.0
Diaph2,-0.710333,0.3541540528495629,1.0
Neil1,-0.24188393,0.9403383959815877,1.0
Mib2,0.4785123,0.7322180829203191,1.0
Trappc9,-0.5273553,0.25851575765081103,1.0
Elmod3,-0.6074281,0.7527157857167395,1.0
Rundc3b,0.18372093,0.8994346376667,1.0
Bbx,-0.39274606,0.3540450922555084,1.0
Abcb1a,-2.210782,0.6201840971220145,1.0
Hdgfl3,-0.20876752,0.9808353903368393,1.0
Tbc1d5,0.068038434,0.7752167385815963,1.0
Eipr1,0.098792486,0.33452821523913756,1.0
Bcl7b,-0.4833208,0.006221661772158409,0.06190460602674152
Chfr,-0.26040003,0.47624146690219604,1.0
Itpr1,-0.46322724,0.4338372755269705,1.0
Fbxw10,-0.18156357,0.947121781532572,1.0
Col11a2,-1.4124957,0.6655162079289592,1.0
Gpr108,-0.50795525,0.1413884131626077,0.7643137508167434
Smim10l1,-0.0152752735,0.7347455193006716,1.0
1700022N22Rik,-0.20610787,0.9645035617531229,1.0
Dstyk,-0.005082827,0.9852702878918509,1.0
Nr1d2,-0.30137238,0.9595710783489582,1.0
Ssr3,0.29844218,0.014122377017816603,0.125039498087491
Rrnad1,0.12833671,0.6355699073017755,1.0
Entpd6,0.21688603,0.17651766793548718,0.894449210645433
Rab33b,-0.3096702,0.7563622281311548,1.0
Pros1,-0.52101904,0.9433851956341807,1.0
Nod1,0.23055121,0.7785936561285142,1.0
Top3b,-0.099107705,0.9628313718243834,1.0
Kctd2,-0.5427233,0.8865993840514331,1.0
Angptl6,0.056741893,0.9817557966042024,1.0
Actr6,-0.28243116,0.6842752398944149,1.0
Tlr6,-1.769537,0.44120538644406004,1.0
Pcyt2,0.04235632,0.34377715547298104,1.0
B4gat1,0.26417664,0.6898123463783923,1.0
Tprgl,-0.237427,0.8038265679010546,1.0
Mmaa,-0.7621458,0.7076924235584752,1.0
Gm14326,0.65603846,0.3756921355225794,1.0
Stoml1,-0.5566506,0.7670134227381953,1.0
Fmo5,-0.6331624,0.6300630917967751,1.0
Fut8,-0.06255422,0.9281603707729429,1.0
Nmrk1,0.20176774,0.911214858018165,1.0
Znrf3,-0.56560487,0.8095531047597887,1.0
Fam120aos,0.19996743,0.7838280674239471,1.0
3110002H16Rik,-0.042437095,0.845430148783544,1.0
Chp1,-0.17111488,0.5650450143248227,1.0
Nfu1,-0.1971283,0.7392942169257194,1.0
Snx32,0.15614717,0.9647335002434393,1.0
Gm38405,-0.55992454,0.9527392599360273,1.0
Inpp5f,0.2859321,0.3274062435887105,1.0
Apip,-0.05976493,0.9756272441214467,1.0
Zfp12,0.34274998,0.6687208885304167,1.0
Arhgap12,-0.34625193,0.5760363455469388,1.0
Mrpl57,0.17929138,0.06925934732501533,0.4523026185418125
Rpa3,-0.43265668,0.12871015237952235,0.7155048030544094
Smpd2,-0.20528416,0.8516144332458584,1.0
Ccdc191,0.4920082,0.5234472488855357,1.0
Man2b2,0.067811206,0.5766091403965052,1.0
Tapt1,-0.71520686,0.6508313287571055,1.0
Slc11a2,-0.5505393,0.6043954633286995,1.0
Abca3,0.08527684,0.6422047616900011,1.0
Gm37494,-0.22721559,0.9096138707688763,1.0
Trbv31,0.24524397,0.2780450330921306,1.0
Il15ra,1.4013155,0.479201260812245,1.0
Ankrd26,-0.1635091,0.9302862234122756,1.0
Golph3l,0.26664355,0.4769236058034635,1.0
Zfp956,0.040840767,0.8784448588641516,1.0
Mapk9,0.10257189,0.6351024400261324,1.0
Mad1l1,-0.13683073,0.9539298916582781,1.0
Mtfr1l,0.22059456,0.19286569434626744,0.9489952828313974
Mtmr4,-0.31995496,0.9038575557728874,1.0
Prmt9,-0.23105793,0.9193291575422111,1.0
A230050P20Rik,1.007202,0.018980832499996707,0.16025053416663887
2610301B20Rik,0.34443685,0.7920819454739969,1.0
Kdm4a,0.1547718,0.6399899347917197,1.0
Bag3,0.37945715,0.5108937390035014,1.0
Smad1,0.15388161,0.9977402029100566,1.0
Hps6,0.15912911,0.8437059832702057,1.0
Slc25a35,-0.39758176,0.8173265640476851,1.0
Zfhx2,0.059769314,0.8880080045782112,1.0
Atn1,-1.0612447,0.4128524073809563,1.0
Zfp414,-0.11689821,0.9958570517462249,1.0
Spef2,-0.6046068,0.8674960373288951,1.0
Apol9a,-0.072615854,0.989454573182885,1.0
Tcirg1,-0.39223137,0.7997107625337192,1.0
Tctex1d2,-0.103715025,0.9571680867047041,1.0
Zfp39,1.1831712,0.5843860478344252,1.0
Gm12258,-0.12682587,0.9679947527922196,1.0
Aplp2,-0.19243346,0.6850652252627832,1.0
Exoc6b,-0.03864226,0.8905775732263693,1.0
Dock9,-0.6853237,0.6722185808181138,1.0
Slc16a6,0.34991676,0.8401368882371398,1.0
Hist1h2ae,0.2038942,0.8438291132172944,1.0
Kremen1,-0.9029113,0.6014712641694372,1.0
Dhrs1,-0.45790002,0.6565643309777169,1.0
Trim56,-0.37655237,0.350948622859923,1.0
Mfsd3,-0.25773144,0.9975309630783483,1.0
Brd2,-0.10197103,0.3694493972233621,1.0
Scrn3,-0.5788893,0.8158600098032965,1.0
Arhgap27,-0.058374383,0.8071353245398332,1.0
Rbm33,-0.2236917,0.8291838244249902,1.0
Armt1,0.2924454,0.36815001155396243,1.0
Akap8l,-0.38507357,0.05631858802596272,0.3859397977141015
2310044K18Rik,-0.7017433,0.829490478194761,1.0
Clybl,-1.4448245,0.6513413593044242,1.0
Tceanc,0.3168559,0.9420077699633399,1.0
Yipf3,-0.3698509,0.08532131325128778,0.5288081095745489
Osbpl11,-0.4560195,0.44704457236790496,1.0
Zscan12,0.0014321897,0.8854396123673747,1.0
Herc2,-0.5896767,0.03460906580824141,0.26099307274214995
Trim23,0.008827727,0.8590228881912354,1.0
Tcf19,-0.49741146,0.8065870080382777,1.0
Skap2,-0.058040388,0.8219544484978494,1.0
Micall1,-0.7842652,0.43439202925901776,1.0
Ptcd1,0.59855086,0.5628836876520756,1.0
Gm16124,-1.2974012,0.3381792714010352,1.0
Atxn7l3b,0.024313446,0.6363368680259222,1.0
Ccng2,0.07716178,0.6504725163252285,1.0
Ccdc125,-0.8547826,0.45297483137690453,1.0
D2hgdh,0.23191316,0.7846947089843874,1.0
Sdf4,-0.055921562,0.33594869896020785,1.0
Sdccag8,-0.8274496,0.45163390517579927,1.0
Dnajb4,-0.18669337,0.768275339934472,1.0
Ap5s1,0.2586512,0.7106982599750942,1.0
Sphk2,-0.057702474,0.7781310914012538,1.0
Nfrkb,0.41534743,0.048624674012173935,0.343090100375483
9030624J02Rik,-0.1340579,0.962434250465334,1.0
Nckap5l,-0.93482286,0.5629721881652011,1.0
Gm14325,-0.5695175,0.6849303252994672,1.0
Tubb2b,-0.07406398,0.9749161672861756,1.0
Nfix,0.10265091,0.8397678577089609,1.0
Gcdh,-0.43862584,0.7430190779512542,1.0
Cisd3,-0.111383714,0.9866719840392295,1.0
Trappc2,0.26646635,0.5190865767459139,1.0
5830454E08Rik,0.5576943,0.8187733759958431,1.0
Zfp60,1.6256136,0.2955181534853104,1.0
Mirt1,0.5937789,0.4389378304384477,1.0
Wdr47,-0.4365763,0.7550464873494381,1.0
Smg9,-0.042315163,0.8787757620128133,1.0
Kdm6a,-0.2155383,0.6914167868021106,1.0
Ppp2r5b,-0.038049594,0.9765056598353766,1.0
Prdm10,-0.7430092,0.5974245483908128,1.0
Asah1,-0.273036,0.8885466885155098,1.0
Myo18a,-0.64038247,0.4487388980775594,1.0
Sgcb,-0.4883022,0.7962075846474667,1.0
Mccc2,0.099929325,0.721587694999106,1.0
Gss,0.50544065,0.6385463924850674,1.0
Etohd2,-0.12602381,0.9367501389558472,1.0
Gm4724,0.1962539,0.7836064114367285,1.0
Armc8,-0.010809139,0.6356073109612281,1.0
Commd4,0.25599787,0.0323150935434625,0.24682096654232172
Rap2b,0.17005587,0.35098925410357595,1.0
Ccdc126,-0.12642194,0.988408470170124,1.0
Hist2h2ac,0.1400769,0.7135521107267551,1.0
Coq8a,-0.05961767,0.9425295019295968,1.0
Tmem192,0.33203524,0.19518834792461925,0.9572705353321903
1700010I14Rik,-1.1236278,0.7041654072740746,1.0
Nudt13,-0.46606407,0.836161427114116,1.0
Dynlt1f,-1.0248277,0.660397623809391,1.0
Abca7,-0.6713888,0.16607116472415284,0.8582145833465834
Ctns,-0.3126446,0.8879458520628833,1.0
Ccdc107,0.28703082,0.05349474564130581,0.37024228856229346
Zfp1,0.46160826,0.037625054541962175,0.28043790652788086
Ubald1,-0.49058262,0.07198190338098788,0.46769996169494893
Neu1,-0.30006403,0.5605673694281348,1.0
Eri2,-0.8657322,0.7062496758681827,1.0
Zfp938,-0.08676223,0.9246392603010987,1.0
Ccdc85b,0.26632783,0.06269360353771106,0.42010519489195414
2010315B03Rik,-0.2166903,0.8790653196418811,1.0
Ifih1,-0.06692629,0.8841558657424212,1.0
Cmc4,-0.39763826,0.6933129712232423,1.0
Abca2,-0.7468636,0.6011061885959321,1.0
Pja2,-0.42608625,0.3530925907371044,1.0
Rras2,0.3498047,0.2362545350165265,1.0
Cnot6l,-0.11534886,0.8588375226224314,1.0
Bcl9,-0.049274668,0.8800582112253724,1.0
Mrm2,1.3573781,0.3555041930239945,1.0
Bmp2k,-1.7621927,0.5446926677968863,1.0
Zfp963,0.38860002,0.8953467327213999,1.0
Galnt10,-0.857538,0.4426532806785676,1.0
Tmem42,0.46186242,0.22752072641707688,1.0
Gm42809,0.065039374,0.9008878411528962,1.0
Zfp831,-1.3271866,0.3824423963827631,1.0
Rab5b,-0.17647742,0.778452867247643,1.0
Haghl,0.17258584,0.5527687066166092,1.0
Hebp1,-1.1486201,0.5794232993498902,1.0
2510046G10Rik,0.3879018,0.494365074455243,1.0
Gimap8,-0.32757306,0.0049804346343836755,0.05067394604190375
Wdr37,-0.1396882,0.8853774886440494,1.0
Amacr,-0.40146512,0.8888782119245572,1.0
Gm14410,0.06153541,0.8459229038831128,1.0
Triobp,-0.3975053,0.583233505663592,1.0
Smarcd2,0.1174359,0.19195305946482133,0.9470366160570493
Rlim,-0.30111545,0.2040389464171657,0.9828072488406021
Trim11,-0.2401142,0.46210461476659637,1.0
Banp,-0.05107064,0.8580961382566998,1.0
Fam222b,0.16508247,0.5879042164384962,1.0
Blvrb,-0.55503476,0.59317254122583,1.0
Pou6f1,-0.493571,0.9608876570138634,1.0
Trove2,-0.16156122,0.9715074680776778,1.0
1700096K18Rik,-0.3959329,0.9543267918799304,1.0
Actn2,-1.8136591,0.5764122118739545,1.0
Naga,-0.8864244,0.21380536563878294,1.0
Ccdc186,-0.94530714,0.1751199693633101,0.8898016492100383
Med13l,-0.15206204,0.8975252265012948,1.0
Snap47,-0.25453183,0.6901408534615293,1.0
Crebbp,-0.16372348,0.5057155156261293,1.0
Zfp61,0.9942289,0.5854855499299544,1.0
Naglu,0.3338431,0.6429938597444376,1.0
Edem2,-0.05549485,0.751004055304442,1.0
Fam76b,-0.42463985,0.17071429476608924,0.875077054344311
Rpl4,0.27612808,7.671891739476005e-09,2.3899018267309735e-07
Rnf6,-0.23629598,0.5447275022801445,1.0
Pfkm,-0.44584388,0.8002173373645182,1.0
Acyp1,-0.37914008,0.0961452544658181,0.5785312450690734
Ssh1,-0.34284496,0.8097970158668861,1.0
Pld3,-0.7084686,0.0006882207766042375,0.008770723132896851
Mocs1,-0.25282666,0.9184548909453795,1.0
Mlycd,-0.7033102,0.7573594721587988,1.0
Gm16638,-0.23125863,0.996024442180439,1.0
Ids,-0.7292316,0.5649031658205008,1.0
Ktn1,-0.068400525,0.9430095171231078,1.0
Chil5,-1.4703008,0.6514547215991071,1.0
Fam234b,-0.6942861,0.20649666970560798,0.9929236864724935
Itpr3,-0.07174684,0.9839732363436957,1.0
Nelfb,0.18298356,0.15643361322546442,0.8250387968403766
Fbxo22,-0.5741046,0.31291880501618086,1.0
Ermp1,0.05610048,0.8123998793467404,1.0
Zfp51,-0.13263996,0.9296192349793816,1.0
Ercc5,-0.55682737,0.5032371416699211,1.0
Rnf146,-0.424109,0.24413801322595696,1.0
Zfp182,-0.16419774,0.9053740852772394,1.0
Mansc1,-0.58959204,0.86067092251815,1.0
Plekhm3,-0.6065474,0.8804305942779894,1.0
Nhlrc3,0.4734232,0.3928586508909768,1.0
Vps11,-0.38752818,0.4667478806142734,1.0
Rit1,0.58390534,0.1538892261432725,0.8164298420505144
Gm13842,-0.7282413,0.58305351672016,1.0
Nedd9,-0.5190764,0.01149255649370535,0.10506579622824651
Vav1,-0.32291323,0.03251249885155594,0.24787433936872427
Gbp10,0.35878614,0.7767237700152534,1.0
Unc5cl,-0.29158372,0.7828811146996013,1.0
Ankrd13d,-1.4395142,0.6833893259384245,1.0
A630072M18Rik,0.7097401,0.43553364232959657,1.0
Gbp3,-0.14560652,0.9714447359687355,1.0
Pik3r2,0.036622386,0.9124626307946585,1.0
Rhof,0.07900125,0.384847546636772,1.0
Gm49359,0.043588348,0.8137631445468343,1.0
Arid3b,-0.7122501,0.13115640089248806,0.7257517184422745
Paip2,-0.10002423,0.309385774161811,1.0
Gatsl3,0.34563062,0.31805184607022696,1.0
Ldhd,0.26722443,0.8656392658351123,1.0
Hk1,-0.1450188,0.6367860016573512,1.0
Ogfod2,0.32485855,0.33953012582342035,1.0
Tmem18,-0.055148575,0.8949318704762148,1.0
AC147041.1,-1.3759588,0.5417357878003144,1.0
Slc14a1,-1.3455224,0.061704580028405925,0.41550243666804576
Klhl7,0.40169582,0.5583967168490584,1.0
Inpp4a,-0.35315263,0.7411360761478087,1.0
Snx10,0.33673254,0.6652303715208914,1.0
Oat,-0.15094243,0.7940833745609593,1.0
Cdk5,-0.24345861,0.7641113617021063,1.0
Hist1h2ac,0.21579692,0.897545977801403,1.0
4930430F08Rik,-0.27121416,0.9877598961956402,1.0
Bach1,-0.36212578,0.8566755018714357,1.0
Helz2,-0.7764021,0.016164747893283954,0.13980367845846933
Znrd1as,0.15650398,0.8872622199499225,1.0
E030030I06Rik,-1.1759305,0.6291689982257349,1.0
Zfp260,0.07035025,0.46368682467346234,1.0
Mbd2,0.067394555,0.7845939229702876,1.0
Tet1,-1.3596343,0.346269067438966,1.0
Gdpgp1,0.3077097,0.414215416953972,1.0
Fpgt,-0.303704,0.8801823359665377,1.0
Oas3,-0.45580366,0.9535956687501506,1.0
Mfsd11,0.10472804,0.9579202867461164,1.0
Grb2,-0.14253584,0.8448963989895844,1.0
Tm6sf1,0.8953399,0.6677855630915697,1.0
Usp24,0.26300633,0.23827355245534199,1.0
Acvr1b,-0.48234326,0.32789870178115665,1.0
Celsr1,-0.2402923,0.9545356912891952,1.0
Atg9a,-0.62297285,0.728944638742741,1.0
Mrps35,0.67529726,4.354587042135208e-05,0.0007250104659762774
Aldh3a2,-0.14743446,0.9199120561887139,1.0
Ganc,-0.5204971,0.6225919082558291,1.0
Zfp810,-0.33957756,0.9591322431189513,1.0
Mocs2,0.31833112,0.21551069902010733,1.0
Pink1,-0.5641566,0.4838398301220427,1.0
Cyld,-0.32885844,0.1757382864945396,0.8923992330036553
Pacs2,-0.48405653,0.7286884923175111,1.0
Inafm2,-0.61548907,0.7644914441638837,1.0
Ulk2,-0.37563622,0.7627515328116374,1.0
Abhd6,0.42948332,0.7076729199575622,1.0
Bfar,-0.047686405,0.6544617516447586,1.0
Tmem143,0.054484706,0.8125015959799106,1.0
Cep19,0.3451218,0.36524028393777774,1.0
Sbds,-0.1776412,0.6305476189500065,1.0
Stambp,-0.19841234,0.9683710866474355,1.0
Atp6v0e2,-0.6850495,0.7741924402177215,1.0
Mia2,-0.23792958,0.6427307822490698,1.0
Tex9,-0.36457172,0.9376262255282777,1.0
Pex26,-0.27194878,0.9372924693011353,1.0
Snhg20,0.66205484,8.3934445805969e-05,0.001301257184932353
Nipsnap2,-0.27969673,0.4734049848246481,1.0
Man2c1,-0.7448318,0.23825267589407295,1.0
Hist2h3b,-0.43324885,0.843931724422205,1.0
Ppp1r12a,-0.18211375,0.2732748031792278,1.0
Aida,-0.053359095,0.7776887117332472,1.0
Rasgrp1,0.51183087,1.8431996439843964e-07,4.747877166405556e-06
Acadm,0.03289519,0.8079478194375465,1.0
Tmem175,-0.59899086,0.38858798645474557,1.0
Zfp169,-0.06591219,0.8988742061434314,1.0
Arhgef11,-0.8207248,0.7430587366685103,1.0
Pibf1,-0.5666311,0.4469505499780091,1.0
H2-Q6,0.03294687,0.7522578778388774,1.0
Atm,0.50821155,0.01973753619729596,0.16566710681045585
Selenoo,-0.18949482,0.8729260901922575,1.0
Aga,-0.34207767,0.7097218430127086,1.0
Bicral,-0.42707434,0.8757984028849155,1.0
Tmsb10,-0.23604274,1.8013822347209934e-21,1.7870140668964332e-19
Lgals8,-0.17101865,0.7929915169773556,1.0
Pmm2,-0.14389628,0.9502956650303803,1.0
Sord,-2.8323596,0.5882836795690585,1.0
Med28,0.16148132,0.1210419246828959,0.6842892526340377
Zfp213,-0.10421672,0.8266089645920207,1.0
C030034I22Rik,0.17049308,0.7960861603632635,1.0
Shpk,0.1056245,0.8967782264832447,1.0
Zfp677,0.013295734,0.8448963989895844,1.0
Retreg3,-0.30421394,0.199931872401231,0.9711642627335809
Ccdc130,-0.082836,0.9114228050282805,1.0
Gstk1,0.49422377,0.5449365324164259,1.0
Tmem241,-0.24155124,0.8991232806113235,1.0
Sh3kbp1,-0.25565776,0.0041176386976311445,0.04310588350170896
Nbdy,-0.08066317,0.9817139594195472,1.0
Osm,0.23239268,0.6204802241853062,1.0
Zfp773,0.8068762,0.652834607615262,1.0
Dusp19,0.1434508,0.6658020929494305,1.0
Ttll1,-0.8895037,0.7610727549687635,1.0
Gm20234,-0.33646953,0.7739514858833876,1.0
Chchd7,-0.017262574,0.7405219576421538,1.0
Calcoco1,-0.29961038,0.7682553046955483,1.0
Fanci,-0.6228762,0.8199761262139491,1.0
Fam149b,-0.34842056,0.8555228626595658,1.0
Hist1h3f,0.058090895,0.9034005879929602,1.0
Cbx7,-0.60748893,0.6019642748368469,1.0
Nemp2,-0.35933834,0.6026036337491123,1.0
Pot1a,0.028349318,0.7089410524167642,1.0
Gopc,-0.15043041,0.9447627906217109,1.0
Ccnl2,-0.5035942,2.3780976750677843e-05,0.00041895746144481706
Lrrc61,-0.4397287,0.4773461501966946,1.0
Pnisr,0.04019448,0.6303985167378208,1.0
Mks1,-0.088360496,0.9992676574742196,1.0
Tmem126b,0.047803525,0.7333037367138668,1.0
Tmx3,-0.16389973,0.7629114747735775,1.0
Mroh1,-0.6065646,0.7335011857089417,1.0
Aes,-0.20734195,0.43966706541206757,1.0
Mpst,0.25022203,0.30644939099393353,1.0
Neat1,-0.81947017,0.0001984260917213832,0.0028252291549211586
Acsf2,-0.7960201,0.7168213661697326,1.0
Sharpin,-0.026856814,0.7906676192275506,1.0
Mospd1,-0.08898478,0.9520917674972329,1.0
Ubl3,-0.3373944,0.3845894104756069,1.0
Prelid2,0.68755347,0.005756673405412956,0.05772606436498937
Ppcdc,-0.47838792,0.24287666628243965,1.0
Dhrs13,0.36188197,0.7268963168882379,1.0
Elovl7,-2.2516148,0.5193585681540167,1.0
Whamm,-0.051467147,0.8725129446884428,1.0
Pkd1,-0.75780827,0.3061518136944096,1.0
Brat1,0.2399174,0.5097649542183402,1.0
Cyth2,-0.8943931,0.041804378967054454,0.30530752842459663
Stag2,-0.23662816,0.22979164641269223,1.0
Tmem80,-0.16701476,0.9113188307640208,1.0
Hlcs,-0.43815055,0.6604736210737854,1.0
Rufy1,0.14242901,0.7233164543088366,1.0
Ap3m1,-0.3844646,0.23900504579839899,1.0
Cbl,-0.3126056,0.17351497176005248,0.8851547350330685
Pccb,-0.76080644,0.4176270329848266,1.0
H1f0,-0.60958374,0.7182912890983786,1.0
Crebl2,0.24291481,0.8151269741361868,1.0
2610035D17Rik,-0.67838764,0.8801409607255519,1.0
Taok2,-0.6093398,0.4794130582023657,1.0
Lypd6b,-0.7696058,0.7986978658496138,1.0
Tep1,0.050245773,0.8668976639524576,1.0
Gata1,-0.007588623,0.9927812925720055,1.0
Lcmt2,-0.16146185,0.9694164951659566,1.0
Auts2,-0.788353,0.8260574503869145,1.0
Abcc10,0.08470288,0.7763620055862144,1.0
Fam13b,-0.63815516,0.15667905195480528,0.8258105881969592
Ate1,-0.5593882,0.05553093306429103,0.38195564607902366
Zscan2,0.25533456,0.5695575845564682,1.0
Brd1,0.11753379,0.711792410826669,1.0
Cep68,0.38494498,0.25442727935171106,1.0
Rgs11,-1.1081454,0.7057430147005286,1.0
Tbc1d17,0.2622736,0.3118510982880448,1.0
Gm5617,-0.36549905,0.6912427441852059,1.0
Kxd1,0.033225562,0.46742249303185623,1.0
Ubqln2,-0.504921,0.2123308166746839,1.0
Zfp788,0.08497227,0.8318832656698165,1.0
Setd1b,0.013517299,0.7829818390889709,1.0
Gpaa1,-0.042506106,0.8260370255812,1.0
Ndufa13,0.07167257,0.7903848365167756,1.0
Ep300,-0.18318984,0.6973632842693313,1.0
Lrrc8a,-0.8186122,0.5151340529847728,1.0
Slc17a5,-0.22925028,0.8575607717788619,1.0
Phf7,-0.052905142,0.8309627771166126,1.0
Gm43647,-0.4452432,0.7551461398587338,1.0
Xpnpep3,-0.39219913,0.8046787974164089,1.0
F8a,-0.090807214,0.9967149294900387,1.0
Znhit2,0.3735291,0.30946066951326545,1.0
Nudt6,0.37170404,0.33536951539490867,1.0
Pcyt1a,-0.89803064,0.6932742543262526,1.0
Daxx,-0.18184675,0.49833298072222365,1.0
Gm17018,-0.24955197,0.862340175645334,1.0
Gstt2,-0.025549453,0.8808236939629859,1.0
Atxn1,0.25036585,0.7062496758681827,1.0
Tbc1d9b,-0.13018844,0.8751783394836857,1.0
Slc25a29,-0.58886415,0.7624916487294634,1.0
Marf1,-0.5676202,0.12322733644267338,0.6919497268037716
Rfesd,0.10106714,0.7046327141852495,1.0
Arntl2,-0.6954143,0.7356149910984968,1.0
Alyref2,-0.47327653,0.45313273505447116,1.0
Sft2d3,0.6892998,0.46424691295920517,1.0
Chchd5,0.13530137,0.556934279871516,1.0
Slx1b,-0.095601425,0.9987864041119616,1.0
Zfp113,-0.40842938,0.8433366163585255,1.0
Uqcrh,-0.07071564,0.03512645109597123,0.2644161851695829
Mcoln1,0.094336905,0.6989547685370145,1.0
Zfp141,0.09633698,0.8030759874011891,1.0
Oxld1,0.92256063,0.3022761601668459,1.0
Cryl1,-0.67147225,0.3741817654538545,1.0
Fbxl8,-0.46064627,0.5873262046478742,1.0
Gm26517,0.42822695,0.8551112803561598,1.0
Snx2,-0.238524,0.5254977647944354,1.0
Ankzf1,-0.5298562,0.4936364272627334,1.0
Lppos,-0.61669856,0.7590756762097058,1.0
Nbeal2,-0.91392154,0.5771284676131516,1.0
Gm16845,-0.26288357,0.9478525374451982,1.0
Gm14305,0.8686439,0.43878276375748737,1.0
Zfp329,0.08084099,0.5217416270219525,1.0
Rbm48,-0.24021822,0.6285173974554235,1.0
Prex1,-0.3698714,0.34229551646106726,1.0
Zfand6,-0.26066002,0.1796609648070907,0.9030925539681464
Casp6,-0.051439505,0.9918188299956361,1.0
Adcy6,-0.20296966,0.998765480061482,1.0
Ntpcr,-0.19999152,0.9247017525569403,1.0
Man2c1os,-0.79737884,0.6960251389152841,1.0
Rcor3,-0.49339265,0.6813879979767614,1.0
Wdr92,0.7895609,0.048528930087404824,0.34255957172244333
Otud1,0.17036943,0.8936459806282294,1.0
Ubald2,-0.04067561,0.9693328605266175,1.0
Abtb1,-0.66476864,0.1586066036249395,0.832777374772561
Prrc2b,-0.29142162,0.479201260812245,1.0
Lrrcc1,-0.07868864,0.8902666766482544,1.0
Fgfr1op2,0.12036698,0.19599431281120672,0.9600931648316101
Sdcbp2,-1.3824791,0.5773792561515615,1.0
Rab8a,-0.20714483,0.03339078681027533,0.25306541745341005
Zfp707,-0.39132664,0.6815226325784527,1.0
Phospho2,0.30630276,0.3460005692262633,1.0
Apol10b,0.12170875,0.9209114109634406,1.0
Fbxl20,-0.38945815,0.8077649899907132,1.0
Dnase2a,0.18828267,0.7292205225821912,1.0
C230037L18Rik,-0.25187922,0.947539350932273,1.0
Cox17,-0.19582736,0.06223240166581395,0.41804321086757573
Ldlrad4,-0.95767874,0.7912332672939631,1.0
Nlk,-0.5653804,0.09575796353837203,0.576825585338677
Vwa5a,-0.7570343,0.7853801495501431,1.0
Amdhd2,-0.67619663,0.2027623081673673,0.9791009445748698
