"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AK039820",1.22150936168328,1.46326174759901,2.73652494099512,0.534715297375257,0.592846741832719,NA
"Zfp597",1181.05997117165,0.198997190970911,0.115450451136843,1.72365884248508,0.0847694491470404,0.343340263062089
"Ppp6r1",10899.6928132114,-0.234955560389367,0.0735179880883788,-3.19589214148405,0.00139399211714929,0.0246766098259171
"Bid",394.372799901687,-0.305908915199141,0.187996515355706,-1.62720524165214,0.103693514873687,0.383555448230575
"Atp6v1g1",1795.45498919827,0.0346405753163274,0.122826106911525,0.282029416932345,0.777920954034283,0.927814528723179
"Dtnbp1",334.639389160389,-0.132822980515477,0.301947652372766,-0.439887442315669,0.660018631467315,0.875060673047412
"Ppp1ca",12277.7080286208,-0.165744745182741,0.0895393951444203,-1.85108180500223,0.064157785259168,0.297449363787848
"Zbtb11",1875.92404795988,-0.0115935099236989,0.105565632846817,-0.109822767230713,0.912549934619543,0.971128693684863
"Rnpc3",1072.03614573453,0.11325075184843,0.184634847196634,0.613376908898566,0.539627150604851,0.80790832294166
"Syt6",1.79335323960795,-2.14040712145675,3.23369675360599,-0.661907186896828,0.50803070556092,NA
"Nemf",2218.35899621553,0.12571916167029,0.0940493650431821,1.33673588984431,0.181308862423799,0.503139332343295
"Pura",527.121584314554,0.102026134670563,0.192254066563869,0.530683883540476,0.595637856050785,0.841956162081994
"Nubpl",103.774143367651,0.0524551090193791,0.364170967531319,0.144039788165892,0.885469050809089,0.961404801484187
"Fam211a",11.3581803473928,-1.09104882444639,1.05838924282355,-1.0308578170501,0.302607500532101,0.632720415855981
"Tmem242",501.936456142731,-0.112535601768949,0.174659923930232,-0.644312669080866,0.519372701907164,0.794648575638295
"AK034502",3.91564806208253,0.50888912842287,1.59091069218213,0.319872844480584,0.749064724161059,NA
"Ubxn11",624.763093370812,0.390252286956519,0.181729102988841,2.14743968103162,0.0317582944360159,0.196711849248659
"Rel",678.876851822598,0.217819863293958,0.144612295945311,1.50623335222015,0.132007280411382,0.432660886996399
"Eefsec",1026.71743356357,-0.159695848716505,0.132068166948234,-1.20919258899914,0.226588864244655,0.559354300391754
"Gpr116",7.40677747630614,-1.50948843804081,1.15978332654834,-1.30152624502133,0.193078387057223,0.519268500425812
"Fam184a",2.12951353861176,-1.14799322226762,3.06555946740824,-0.374480819723972,0.70804662388752,NA
"Junb",2107.897160177,0.372922467983913,0.126981619192739,2.93682243426014,0.00331593908537404,0.0459883319217838
"Flna",48675.0186094194,-0.00130484631580902,0.0789766877747433,-0.0165219174489907,0.986818016877894,0.996642823799537
"Srebf1",2555.48989809058,0.251816843643281,0.0947480198190161,2.65775310264311,0.00786634982211908,0.0824906775936805
"Tmem203",183.721572040651,0.344602061998416,0.27707581737744,1.24371035069073,0.21360618512559,0.54467148592752
"Nppa",1.8326495172995,-0.685904811763945,2.16060309966545,-0.317459885098818,0.750894673452334,NA
"Susd3",524.958751043047,-0.20271762405719,0.155778244740663,-1.30132178851207,0.193148332230558,0.519279534323753
"Cacnb2",4.03081406778532,1.37407345942525,1.88335628422713,0.729587636143485,0.465642281931538,NA
"Sp110",6286.71608197928,-0.0133636438911072,0.128673769975655,-0.103856783660226,0.917283003218927,0.972534685365553
"Plxnc1",646.183006286356,-0.15489162239785,0.146371905494017,-1.05820595745528,0.289961555837112,0.624581086872564
"1110032A03Rik",80.0254899471362,0.192065473433707,0.423981801766082,0.453004050253253,0.650545825024628,0.869515260414786
"AK006138",1.51202839774176,-2.80494921397594,3.41335436726814,-0.821757401128223,0.411214982769032,NA
"2810403D21Rik",40.5704029120245,-0.224181969588098,0.453677447240813,-0.494143958337656,0.621204514899277,0.855899335883817
"Amy1",10.2318247286299,1.42788706100356,1.5033149807836,0.949825604916989,0.342200873257924,0.667445353020547
"Creg1",604.433066764978,-0.0852776831091319,0.143235947213277,-0.595365093527493,0.55159945320934,0.815697297422766
"Xdh",416.317237352072,0.0961498986836411,0.250757328476748,0.38343804054587,0.701395002368737,0.895462098647103
"Zfp82",266.502372524026,0.365309357163806,0.254869681451324,1.43331821613146,0.151766918509551,0.462178525245785
"Hmox1",19.1385001490423,0.272474614195181,1.06542321671755,0.255743079294484,0.798149228550935,0.932912652975689
"Pddc1",1072.85847426266,-0.140719000568573,0.135457594488522,-1.03884172090843,0.298878354317141,0.63035502402625
"Bag3",281.439698855264,-0.446167611502398,0.22840799094197,-1.95338004446505,0.0507745790424628,0.259048324200283
"Skp1a",4233.11166087975,-0.189090674732927,0.102103190033124,-1.85195658109783,0.0640320579905055,0.29703353216572
"Pitpna",6457.30879972181,-0.183386357956736,0.0724137999731865,-2.53247803629475,0.011325946511854,0.102880871862345
"Cngb1",1.01211034767128,2.33643185645089,3.34614939905553,0.698244931057283,0.485024031797966,NA
"Arhgap39",818.92061533496,0.342194878325543,0.138690412720986,2.46732900718929,0.0136125218843738,0.11581275841199
"Crebbp",3579.07895349133,0.21627690791367,0.106853320433256,2.02405416169322,0.0429645792694429,0.234813852604461
"Echdc1",423.572228786127,0.156848251016758,0.189809295131114,0.826346522747543,0.408607549840186,0.721547289862659
"Ell",769.02042730808,0.223827835309696,0.168215796365696,1.33059938570277,0.183320864747267,0.506458584846173
"Plbd2",656.036348474201,-0.0640815994580947,0.169047018972587,-0.379075595935155,0.704631727898162,0.897615805029886
"Akap12",962.184335460907,-0.585269753440581,0.130624829850718,-4.48053983388492,7.4454482001016e-06,0.000363690708666007
"Adipor2",3072.0475177491,-0.126249596180323,0.0980749241870209,-1.28727702036837,0.197997750119989,0.524448840157353
"AK048446",4.73052897658054,2.29123906547259,1.51731612937661,1.51006044232454,0.131028002061418,NA
"Gm14057",2.57766810398193,1.14362670184323,2.17788332373804,0.525109260619319,0.599507238790497,NA
"Rps6ka3",2770.54765391361,0.0378255789654554,0.0997716941821679,0.37912134574353,0.704597755838057,0.897615805029886
"AK131826",4.01426614911759,1.08251921967278,2.20280789456189,0.491426974792135,0.623124489449273,NA
"Zfp442",8.26990505023212,-1.70852385749644,1.22927070307123,-1.38986787306314,0.164569002916932,0.482102476928212
